id,folder,title,date,reason,post_score,img_score,post_title_suggested,post_url_suggested
1943,"2011-08-02 The Zamzama Gun, also known as Kim’s Gun or Bhangianwala Toap - Lahore 1946","The Zamzama Gun, also known as Kim’s Gun or Bhangianwala Toap - Lahore 1946",2011-08-02,post_low_confidence,0.480,,People and their Professions in Lahore - 1946,https://www.oldindianphotos.in/2011/12/people-and-their-professions-in-lahore.html
1944,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1945,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1946,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1947,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1948,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1949,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1950,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1951,"2011-08-03 Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century","Wedding of the Maharaja of Dharangadhra, Gujarat - Early 20th Century",2011-08-03,post_low_confidence,0.465,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
1952,2011-08-04 Indian Movie Stars Nargis and Raj Kapoor Playing Golf,Indian Movie Stars Nargis and Raj Kapoor Playing Golf,2011-08-04,post_low_confidence,0.447,,Indian Movie Actor Sashi Kapoor Signed Photographs,https://www.oldindianphotos.in/2011/01/indian-movie-actor-sashi-kapoor-signed.html
1954,"2011-08-07 Group Photograph of Talat Mahmood, Mohd Rafi, Kishore Kumar, Mukesh, Geeta Dutt, GM Durrani, Meena Kapoor, Kamal Barot, Mubarak Begum and others","Group Photograph of Talat Mahmood, Mohd Rafi, Kishore Kumar, Mukesh, Geeta Dutt, GM Durrani, Meena Kapoor, Kamal Barot, Mubarak Begum and others",2011-08-07,post_low_confidence,0.327,,Group Photograph of Six Adults and a Baby - Eastern Bengal 1860's,https://www.oldindianphotos.in/2011/07/group-photograph-of-six-adults-and-baby.html
1955,2011-08-07 Group of Silver & Copper Smiths in a Workshop in Jammu and Kashmir - 1895,Group of Silver & Copper Smiths in a Workshop in Jammu and Kashmir 1895,2011-08-07,post_low_confidence,0.374,,Group of Indian Musicians and Singers,https://www.oldindianphotos.in/2011/03/group-of-indian-musicians-and-singers.html
1956,"2011-08-07 Sir Sadiq Muhammad Khan, Nawab of Bahawalpur - 1870","Sir Sadiq Muhammad Khan, Nawab of Bahawalpur 1870",2011-08-07,post_low_confidence,0.444,,The Nawab of Rampur - 1870's,https://www.oldindianphotos.in/2011/03/nawab-of-rampur-1870s.html
1957,2011-08-08 Gold Puggree (Turban) Border Weaver at Work - 1873,Gold Puggree (Turban) Border Weaver at Work 1873,2011-08-08,post_low_confidence,0.351,,"Group of Girl Students of the Bhagwandas Purshottum Girls' School, Bombay (Mumbai) - 1873",https://www.oldindianphotos.in/2011/08/group-of-pupils-of-bhagwandas.html
1958,"2011-08-08 Honeymoon Lodge, Barrackpore Park, - Bengal 1878","Honeymoon Lodge, Barrackpore Park, - Bengal 1878",2011-08-08,post_low_confidence,0.491,,Street Trader - Eastern Bengal 1860's,https://www.oldindianphotos.in/2011/05/vintage-photograph-of-street-trader.html
1959,2011-08-08 Sandalwood Carvers at work - 1873,Sandalwood Carvers at work 1873,2011-08-08,post_low_confidence,0.383,,Carpenter at Work - India Circa 1869,https://www.oldindianphotos.in/2011/03/carpenter-at-work-india-circa-1869.html
1960,"2011-08-08 The Cenotaph, Barrackpore Park - 1878","The Cenotaph, Barrackpore Park 1878",2011-08-08,post_low_confidence,0.397,,The Nawab of Rampur - 1870's,https://www.oldindianphotos.in/2011/03/nawab-of-rampur-1870s.html
1962,2011-08-08 Various Views of Barrackpore Park - 1865,Various Views of Barrackpore Park 1865,2011-08-08,post_low_confidence,0.371,,"General View of Bharatpore, Rajasthan - c1865",https://www.oldindianphotos.in/2011/06/general-view-of-bharatpore-rajasthan.html
1963,2011-08-08 Various Views of Barrackpore Park - 1865,Various Views of Barrackpore Park 1865,2011-08-08,post_low_confidence,0.371,,"General View of Bharatpore, Rajasthan - c1865",https://www.oldindianphotos.in/2011/06/general-view-of-bharatpore-rajasthan.html
1964,2011-08-08 Various Views of Barrackpore Park - 1865,Various Views of Barrackpore Park 1865,2011-08-08,post_low_confidence,0.371,,"General View of Bharatpore, Rajasthan - c1865",https://www.oldindianphotos.in/2011/06/general-view-of-bharatpore-rajasthan.html
1965,2011-08-08 Various Views of Barrackpore Park - 1865,Various Views of Barrackpore Park 1865,2011-08-08,post_low_confidence,0.371,,"General View of Bharatpore, Rajasthan - c1865",https://www.oldindianphotos.in/2011/06/general-view-of-bharatpore-rajasthan.html
1966,2011-08-08 Various Views of Barrackpore Park - 1865,Various Views of Barrackpore Park 1865,2011-08-08,post_low_confidence,0.371,,"General View of Bharatpore, Rajasthan - c1865",https://www.oldindianphotos.in/2011/06/general-view-of-bharatpore-rajasthan.html
1967,"2011-08-09 A Man Operating a Silk Loom at Ghotal (Ghatal) in Medinipur, Bengal - 1873","A Man Operating a Silk Loom at Ghotal (Ghatal) in Medinipur, Bengal 1873",2011-08-09,post_low_confidence,0.494,,Portrait of a Man from Kaibartha Caste - Eastern Bengal 1860's,https://www.oldindianphotos.in/2011/05/portrait-of-man-from-kaibartha-caste.html
1968,"2011-08-09 A Man Operating a Silk Loom at Ghotal (Ghatal) in Medinipur, Bengal - 1873","A Man Operating a Silk Loom at Ghotal (Ghatal) in Medinipur, Bengal 1873",2011-08-09,post_low_confidence,0.494,,Portrait of a Man from Kaibartha Caste - Eastern Bengal 1860's,https://www.oldindianphotos.in/2011/05/portrait-of-man-from-kaibartha-caste.html
1969,2011-08-09 Blackwood carvers at work - 1873,Blackwood carvers at work 1873,2011-08-09,post_low_confidence,0.386,,Carpenter at Work - India Circa 1869,https://www.oldindianphotos.in/2011/03/carpenter-at-work-india-circa-1869.html
1970,2011-08-09 Maratha Barber at Work - 1873,Maratha Barber at Work 1873,2011-08-09,post_low_confidence,0.394,,Carpenter at Work - India Circa 1869,https://www.oldindianphotos.in/2011/03/carpenter-at-work-india-circa-1869.html
1971,2011-08-09 Photograph of a Lacquer Worker and Turner - 1873,Photograph of a Lacquer Worker and Turner 1873,2011-08-09,post_low_confidence,0.433,,Vintage Photograph of a Class in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-class-in.html
1972,2011-08-09 Two Gold and Silversmiths (Sonars) at Work - 1873,Two Gold and Silversmiths (Sonars) at Work 1873,2011-08-09,post_low_confidence,0.438,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
1973,2011-08-09 Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74,Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74 1873,2011-08-09,post_low_confidence,0.418,,Group of Students from the Alexandra Native Girls' Institution at Bombay (Mumbai) in Maharashtra 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-alexandra-native.html
1974,2011-08-09 Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74,Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74 1873,2011-08-09,post_low_confidence,0.418,,Group of Students from the Alexandra Native Girls' Institution at Bombay (Mumbai) in Maharashtra 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-alexandra-native.html
1975,2011-08-09 Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74,Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74 1873,2011-08-09,post_low_confidence,0.418,,Group of Students from the Alexandra Native Girls' Institution at Bombay (Mumbai) in Maharashtra 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-alexandra-native.html
1976,2011-08-09 Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74,Views of Leh (Former Capital of Ladakh) from The Yarkand Mission of 1873-74 1873,2011-08-09,post_low_confidence,0.418,,Group of Students from the Alexandra Native Girls' Institution at Bombay (Mumbai) in Maharashtra 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-alexandra-native.html
1977,2011-08-10 Dyers at Work in Western India - 1873,Dyers at Work in Western India 1873,2011-08-10,post_low_confidence,0.470,,Carpenter at Work - India Circa 1869,https://www.oldindianphotos.in/2011/03/carpenter-at-work-india-circa-1869.html
1978,"2011-08-10 Gopal Singh, Raja of Chamba - 1870","Gopal Singh, Raja of Chamba 1870",2011-08-10,post_low_confidence,0.423,,Maharajah of Patiala - 1870's,https://www.oldindianphotos.in/2011/05/maharajah-of-patiala-1870s.html
1979,2011-08-10 Maharaj Rana of Dholpur Sir Bhagwant Singh - 1870,Maharaj Rana of Dholpur Sir Bhagwant Singh 1870,2011-08-10,post_low_confidence,0.385,,Maharajah of Patiala - 1870's,https://www.oldindianphotos.in/2011/05/maharajah-of-patiala-1870s.html
1980,2011-08-10 Men at Work Cutting and Polishing Shells for Making Bracelets for Married Women - 1873,Men at Work Cutting and Polishing Shells for Making Bracelets for Married Women 1873,2011-08-10,post_low_confidence,0.382,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
1981,2011-08-10 Men at Work Cutting and Polishing Shells for Making Bracelets for Married Women - 1873,Men at Work Cutting and Polishing Shells for Making Bracelets for Married Women 1873,2011-08-10,post_low_confidence,0.382,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
1982,2011-08-10 Photograph of Carpet Weavers in Karachi Jail - 1873,Photograph of Carpet Weavers in Karachi Jail 1873,2011-08-10,post_low_confidence,0.429,,Vintage Photograph of a Class in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-class-in.html
1984,2011-08-11 Photograph of Gold Embroiderers in India - 1873,Photograph of Gold Embroiderers in India 1873,2011-08-11,post_low_confidence,0.421,,Vintage Photograph of a Group of Students in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-group-of-students.html
1988,2011-08-11 Students Taking Lesson in a classroom in the Anglo-Vernacular School - Karachi 1873,Students Taking Lesson in a classroom in the Anglo-Vernacular School - Karachi 1873,2011-08-11,post_low_confidence,0.495,,Students and Teachers in a Class of the Elphinstone High School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-parsee-pupils-and-masters-in.html
1990,2011-08-12 Group of Goldsmiths (Sonars) Seated Round a Low Work Table at Bombay (Mumbai) - 1873,Group of Goldsmiths (Sonars) Seated Round a Low Work Table at Bombay (Mumbai) 1873,2011-08-12,post_low_confidence,0.436,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
1991,"2011-08-12 Pupils in Classroom in the Anglo-Vernacular School, Karachi - 1873","Pupils in Classroom in the Anglo-Vernacular School, Karachi 1873",2011-08-12,post_low_confidence,0.491,,Young Boys Seated on the Floor in front of the teacher in a Vernacular School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/photograph-of-class-in-vernacular.html
1992,2011-08-12 Two Gold and Silversmiths (Sonars) Preparing a Stand for Essence of Roses and Arranging the Wire Ornaments - 1873,Two Gold and Silversmiths (Sonars) Preparing a Stand for Essence of Roses and Arranging the Wire Ornaments 1873,2011-08-12,post_low_confidence,0.379,,"European Mistress Seated in the Centre of a Group of Ten Female Students, Government Normal School, Bombay (Mumbai) - 1873",https://www.oldindianphotos.in/2011/08/european-mistress-seated-in-centre-of.html
1993,2011-08-12 Two Gold and Silversmiths (sonars) Melting Gold and Silver and Preparing the Silver Mounting for the Coconut Hookah - 1873,Two Gold and Silversmiths (sonars) Melting Gold and Silver and Preparing the Silver Mounting for the Coconut Hookah 1873,2011-08-12,post_low_confidence,0.382,,Students and Teachers in a Class of the Elphinstone High School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-parsee-pupils-and-masters-in.html
1995,2011-08-12 Vintage Photograph of a Tile maker at Ahmadabad in Gujarat - 1873,Vintage Photograph of a Tile maker at Ahmadabad in Gujarat 1873,2011-08-12,post_low_confidence,0.489,,Vintage Photograph of a Class in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-class-in.html
1997,2011-08-13 Silk Design Knotters at Work on a Verandah - 1873,Silk Design Knotters at Work on a Verandah 1873,2011-08-13,post_low_confidence,0.391,,Potters at Work - Madras (Chennai),https://www.oldindianphotos.in/2011/12/potters-at-work-madras-chennai.html
2004,2011-08-14 Potters at work with a stone wheel in Karachi Jail - 1873,Potters at work with a stone wheel in Karachi Jail 1873,2011-08-14,post_low_confidence,0.445,,Two Men Sharpening Knives with a Stone Wheel - 1880's,https://www.oldindianphotos.in/2011/02/two-men-sharpening-knives-with-stone.html
2005,2011-08-14 Washermen (dhobis) at Work Beside a River or Pond - 1870,Washermen (dhobis) at Work Beside a River or Pond 1870,2011-08-14,post_low_confidence,0.444,,Bridge on the Sutlej River - 1860's,https://www.oldindianphotos.in/2011/04/bridge-on-sutlej-river-1860s.html
2007,2011-08-15 Bhattia Turban Folders at Work - 1873,Bhattia Turban Folders at Work 1873,2011-08-15,post_low_confidence,0.358,,Potters at Work - Madras (Chennai),https://www.oldindianphotos.in/2011/12/potters-at-work-madras-chennai.html
2008,"2011-08-15 Copper and Iron mining Scene at Alwar, Rajasthan - 1873","Copper and Iron mining Scene at Alwar, Rajasthan 1873",2011-08-15,post_low_confidence,0.496,,Muchi Bhawun Tonk Villa - Rajasthan 1890's,https://www.oldindianphotos.in/2011/12/muchi-bhawun-tonk-villa-rajasthan-1890s.html
2015,2011-08-16 Carpet Weavers in Karachi Jail in Sindh - 1873,Carpet Weavers in Karachi Jail in Sindh 1873,2011-08-16,post_low_confidence,0.390,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
2016,2011-08-16 Famous Bengali Movie Actor Uttam Kumar with his Family - 1965,Famous Bengali Movie Actor Uttam Kumar with his Family 1965,2011-08-16,post_low_confidence,0.381,,Indian Movie Actor Sashi Kapoor Signed Photographs,https://www.oldindianphotos.in/2011/01/indian-movie-actor-sashi-kapoor-signed.html
2017,2011-08-16 Gold and Silver Tape Beater at Work - 1873,Gold and Silver Tape Beater at Work 1873,2011-08-16,post_low_confidence,0.415,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
2018,2011-08-16 Gold and Silver Wire and Thread Drawers at Work - 1873,Gold and Silver Wire and Thread Drawers at Work 1873,2011-08-16,post_low_confidence,0.398,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
2019,2011-08-16 Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa - 1873,Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa 1873,2011-08-16,post_low_confidence,0.412,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2020,2011-08-16 Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa - 1873,Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa 1873,2011-08-16,post_low_confidence,0.412,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2021,2011-08-16 Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa - 1873,Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa 1873,2011-08-16,post_low_confidence,0.412,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2022,2011-08-16 Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa - 1873,Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa 1873,2011-08-16,post_low_confidence,0.412,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2023,2011-08-16 Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa - 1873,Group of Sonars (Goldsmith Caste) at Work at Cuttack in Orissa 1873,2011-08-16,post_low_confidence,0.412,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2024,2011-08-16 Indian Chatty (Pottery) Shop - 1873,Indian Chatty (Pottery) Shop 1873,2011-08-16,post_low_confidence,0.464,,Indian Food Shop - Circa 1870's,https://www.oldindianphotos.in/2011/03/indian-food-shop-circa-1870s.html
2027,"2011-08-16 Potter at work at His Wheel and a Young Girl is Watching - Pune (Poona), Maharashtra - 1873","Potter at work at His Wheel and a Young Girl is Watching - Pune (Poona), Maharashtra 1873",2011-08-16,post_low_confidence,0.423,,Students and Teachers in a Class of the Elphinstone High School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-parsee-pupils-and-masters-in.html
2028,2011-08-16 Public works including the Manora Breakwater and the River Son canal system - 1873,Public works including the Manora Breakwater and the River Son canal system 1873,2011-08-16,post_low_confidence,0.478,,Bridge on the Sutlej River - 1860's,https://www.oldindianphotos.in/2011/04/bridge-on-sutlej-river-1860s.html
2029,2011-08-18 Girls' Class at St Patrick's School in Karachi in Sind - 1873,Girls' Class at St Patrick's School in Karachi in Sind 1873,2011-08-18,post_low_confidence,0.477,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
2032,2011-08-19 Girls' school at Karachi in Sind - 1873,Girls' school at Karachi in Sind 1873,2011-08-19,post_low_confidence,0.467,,Young Girls and Teachers in a Vernacular Girls School in Bombay (Mumbai) - 1873,https://www.oldindianphotos.in/2011/08/students-and-teachers-in-vernacular.html
2033,2011-08-19 Photograph of a Girls' School at Sindh - 1873,Photograph of a Girls' School at Sindh 1873,2011-08-19,post_low_confidence,0.486,,Vintage Photograph of a Class in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-class-in.html
2034,"2011-08-22 Exterior of St Patrick's School, Karachi in Sind - 1873","Exterior of St Patrick's School, Karachi in Sind 1873",2011-08-22,post_low_confidence,0.460,,"Students with their Teacher, in the European and Indo-European School at Karachi in Sind - c1873",https://www.oldindianphotos.in/2014/12/students-with-their-teacher-school-karachi-1873.html
2035,"2011-08-22 Exterior of the Parsi Virbaiji School, Karachi - 1873","Exterior of the Parsi Virbaiji School, Karachi 1873",2011-08-22,post_low_confidence,0.461,,"Group of Girl Students of the Bhagwandas Purshottum Girls' School, Bombay (Mumbai) - 1873",https://www.oldindianphotos.in/2011/08/group-of-pupils-of-bhagwandas.html
2037,"2011-08-22 Kothee and Chudoo workers, potters of Ahmadabad in Gujarat - 1873","Kothee and Chudoo workers, potters of Ahmadabad in Gujarat 1873",2011-08-22,post_low_confidence,0.483,,"Villagers of Saurashtra - Gujarat, India c1875",https://www.oldindianphotos.in/2011/04/villagers-of-saurashtra-gujarat-india.html
2038,2011-08-22 Photograph of a Cloth Stamper Seated at a Low Table on the Verandah of a House in Western India - 1873,Photograph of a Cloth Stamper Seated at a Low Table on the Verandah of a House in Western India 1873,2011-08-22,post_low_confidence,0.438,,Vintage Photograph of a Class in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-class-in.html
2042,2011-08-22 Prisoners Winding Cotton onto Spinning Wheels in the Prison at Karachi - 1873,Prisoners Winding Cotton onto Spinning Wheels in the Prison at Karachi 1873,2011-08-22,post_low_confidence,0.397,,Vintage Photograph of a Group of Students in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-group-of-students.html
2043,2011-08-22 Prisoners Winding Cotton onto Spinning Wheels in the Prison at Karachi - 1873,Prisoners Winding Cotton onto Spinning Wheels in the Prison at Karachi 1873,2011-08-22,post_low_confidence,0.397,,Vintage Photograph of a Group of Students in the Alexandra Native Girls' Institution at Bombay (Mumbai) 1873,https://www.oldindianphotos.in/2011/08/vintage-photograph-of-group-of-students.html
2044,2011-08-22 Specimens of Silver Filigree Work Made by Sonars (Goldsmith Caste) from Cuttack in Orissa - 1873,Specimens of Silver Filigree Work Made by Sonars (Goldsmith Caste) from Cuttack in Orissa 1873,2011-08-22,post_low_confidence,0.363,,Group of Students from the Alexandra Native Girls' Institution at Bombay (Mumbai) in Maharashtra 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-alexandra-native.html
2045,"2011-08-23 K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal","K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal 1960",2011-08-23,post_low_confidence,0.341,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2046,"2011-08-23 K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal","K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal 1960",2011-08-23,post_low_confidence,0.341,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2047,"2011-08-23 K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal","K. Asif, Director of Epic Hindi Movie Mughal-e-Azam (1960) on the Sets of Sheesh Mahal 1960",2011-08-23,post_low_confidence,0.341,,Group of Girl Students from the Juggunath Shankarset Girls' School at Bombay (Mumbai) in Maharashtra - 1873,https://www.oldindianphotos.in/2011/08/group-of-pupils-from-juggunath.html
2048,2011-08-23 Portrait of Famous Playback Singer Geeta Dutt (1930-1972),Portrait of Famous Playback Singer Geeta Dutt (1930-1972) 1930,2011-08-23,post_low_confidence,0.497,,Portrait of a Little Indian Child - 1945,https://www.oldindianphotos.in/2011/03/little-indian-child-1945.html
2050,2011-08-26 Indian Lady with Girl and Boy - 1930-40's,Indian Lady with Girl and Boy - 1930-40's 1930,2011-08-26,post_low_confidence,0.486,,Indian Boy and Girl,https://www.oldindianphotos.in/2010/04/indian-boy-and-girl.html
2051,2011-08-26 Maharaja of Bharatpur Jaswant Singh - 1870,Maharaja of Bharatpur Jaswant Singh 1870,2011-08-26,post_low_confidence,0.465,,"Maharaja Kishan Singh of Bharatpur, Rajasthan - 1902",https://www.oldindianphotos.in/2012/02/maharaja-kishan-singh-of-bharatpur.html
2052,2011-08-26 Museum of  Trivandrum (Thiruvananthapuram) - 1900,Museum of Trivandrum (Thiruvananthapuram) 1900,2011-08-26,post_low_confidence,0.344,,Jhelum's Valley in Kashmir India - Circa 1900's,https://www.oldindianphotos.in/2011/04/jhelums-valley-in-kashmir-india-circa.html
2055,2011-08-26 Rural Wedding Procession - 1940,Rural Wedding Procession 1940,2011-08-26,post_low_confidence,0.384,,Hindu Brahmin Caste Wedding Ceremony - India 1946,https://www.oldindianphotos.in/2011/04/hindu-brahmin-caste-wedding-ceremony.html
2061,2011-08-27 Group of Domestic Servants at Madras in Tamil Nadu - 1870,Group of Domestic Servants at Madras in Tamil Nadu 1870,2011-08-27,post_low_confidence,0.462,,"Women Pounding and Cleaning Rice - Madras (Chennai), Tamil Nadu, India - 1870",https://www.oldindianphotos.in/2011/05/women-pounding-and-cleaning-rice-madras.html
2064,2011-08-28 Maharaj Jai Singh Bambulia - 1891,Maharaj Jai Singh Bambulia 1891,2011-08-28,post_low_confidence,0.347,,Maharajah of Patiala - 1870's,https://www.oldindianphotos.in/2011/05/maharajah-of-patiala-1870s.html
2065,2011-08-28 Maharaj Mehtab Singh Bambulia - 1921,Maharaj Mehtab Singh Bambulia 1921,2011-08-28,post_low_confidence,0.340,,Pandi Ravi Shankar Performing in USA - December 1956,https://www.oldindianphotos.in/2011/08/pandi-ravi-shankar-performing-in-usa.html
2066,2011-08-28 Marriage of M.K. Bhim Singh of Kotah - 28 April 1930,Marriage of M.K. Bhim Singh of Kotah - 28 April 1930,2011-08-28,post_low_confidence,0.358,,Marriage of Shammi Kapoor and Geeta Bali - 1955,https://www.oldindianphotos.in/2011/12/marriage-of-shammi-kapoor-and-geeta.html
2068,2011-08-29 Anti-China Rally (Communist China Hands Off Tibet) - 1958,Anti-China Rally (Communist China Hands Off Tibet) 1958,2011-08-29,post_low_confidence,0.330,,Pandi Ravi Shankar Performing in USA - December 1956,https://www.oldindianphotos.in/2011/08/pandi-ravi-shankar-performing-in-usa.html
2069,2011-08-29 European Man with a Horse - 1882,European Man with a Horse 1882,2011-08-29,post_low_confidence,0.438,,Indian Holy Man with Two Boys,https://www.oldindianphotos.in/2011/03/indian-holy-man-with-two-boys.html
